-463.6,547.8,-165.8
0,121.2,37.1
0,121.3,37
11.62,244.4,38.2
9.66,267.2,45
9.18,292.5,47.2
9.25,327.1,48.6
9.46,355.9,59.1
9.38,19.4,73.5
9.3,40,83.3
9.41,199.9,81.3
9.72,216.7,67.9
10.24,227.6,54.4
11.48,240,41.4
9.16,261.3,56.5
8.91,256.2,69
8.61,279.3,75
8.57,310.3,66.4
8.74,290.8,57
8.92,271.4,56.1
8.68,275.1,65.2
